vbo_id-code,Postcode_huisnummer-code,Aantal bewoners-aantal,Gemeente-code,Wijk-code,Buurtcode-code,Kenmerken-code,Woningtype-code,Bouwperiode-code,Bouwjaar-jaar,Schillabel-code,Labeldatum-ymd,Eigendom-code,Oppervlakte-m2,Koken-GJ,warm tapwater-GJ,Ruimteverwarming-GJ,Totaal-GJ,Predictieinterval_onder-GJ,Predictieinterval_boven-GJ,Lokale praktijkfactor-factor,Installatiecode-code,Warm tapwater_basis-aandeel,Ruimteverwarming_basis-aandeel,Koken-factor,warmtap_basis,warmtap_piek-factor,ruimteverw_basis,ruimteverw_piek,Koken-GJ.1,warmtap_basis-GJ,warmtap_piek-GJ,ruimteverw_basis-GJ,ruimteverw_piek-GJ,Koken-GJ.2,warmtap_basis-GJ.1,warmtap_piek-GJ.1,ruimteverw_basis-GJ.1,ruimteverw_piek-GJ.1,Hulpvraag-GJ,warmtap_basis-GJ.2,warmtap_piek-GJ.2,ruimteverw_basis-GJ.2,ruimteverw_piek-GJ.2,warmtap_basis-GJ.3,warmtap_piek-GJ.3,ruimteverw_basis-GJ.3,ruimteverw_piek-GJ.3,warmtap_basis-GJ.4,warmtap_piek-GJ.4,ruimteverw_basis-GJ.4,ruimteverw_piek-GJ.4,ruimteverw_basis-GJ.5,ruimteverw_piek-GJ.5,Aardgas-GJ,Elektriciteit-GJ,Warmtenet-GJ,Waterstof-GJ,Biomassa-GJ,Olie-GJ,Totaal-GJ.1,Regionale klimaatcorrectie-factor,Unnamed: 62,Unnamed: 63,Helpercol_Koken-code,Helpercol_Tapwater-code,Helpercol_Ruimte onb. label-code,Helpercol_Ruimte label-code,Unnamed: 68,Unnamed: 69,Unnamed: 70
building_object_id-code,postcode_housenumber-code,number_of_residents-count,municipality-code,district-code,neighborhood_code-code,characteristics-code,housing_type-code,construction_period-code,construction_year-year,shell_label-code,label_date-ymd,ownership-code,surface_area-m2,cooking-GJ,hot_tap_water-GJ,space_heating-GJ,total-GJ,prediction_interval_lower-GJ,prediction_interval_upper-GJ,local_practice_factor-factor,installation_code-code,hot_tap_water_base-share,space_heating_base-share,cooking-factor,hot_water_base,hot_water_peak-factor,space_heating_base,space_heating_peak,cooking-GJ.1,hot_water_base-GJ,hot_water_peak-GJ,space_heating_base-GJ,space_heating_peak-GJ,cooking-GJ.2,hot_water_base-GJ.1,hot_water_peak-GJ.1,space_heating_base-GJ.1,space_heating_peak-GJ.1,auxiliary_demand-GJ,hot_water_base-GJ.2,hot_water_peak-GJ.2,space_heating_base-GJ.2,space_heating_peak-GJ.2,hot_water_base-GJ.3,hot_water_peak-GJ.3,space_heating_base-GJ.3,space_heating_peak-GJ.3,hot_water_base-GJ.4,hot_water_peak-GJ.4,space_heating_base-GJ.4,space_heating_peak-GJ.4,space_heating_base-GJ.5,space_heating_peak-GJ.5,natural_gas-GJ,electricity-GJ,district_heating-GJ,hydrogen-GJ,biomass-GJ,oil-GJ,total-GJ.1,regional_climate_correction-factor,Unnamed: 62,Unnamed: 63,helper_col_cooking-code,helper_col_tap_water-code,helper_col_space_unlabeled-code,helper_col_space_label-code,Unnamed: 68,Unnamed: 69,Unnamed: 70
